   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
33.59,298.83,201.17,182.62,182.62,153.32,2:08:20
33.59,298.83,201.17,183.59,182.62,153.32,2:08:24
33.59,298.83,201.17,183.59,182.62,153.32,2:08:28
33.59,298.83,201.17,182.62,182.62,153.32,2:08:32
33.59,297.85,201.17,182.62,182.62,153.32,2:08:36
33.59,298.83,201.17,182.62,182.62,153.32,2:08:40
33.59,297.85,200.2,182.62,182.62,153.32,2:08:44
33.59,297.85,201.17,182.62,182.62,153.32,2:08:48
33.5,297.85,200.2,182.62,182.62,152.34,2:08:52
33.5,296.88,200.2,181.64,181.64,152.34,2:08:56
33.4,296.88,200.2,181.64,181.64,152.34,2:09:00
33.4,296.88,200.2,181.64,181.64,152.34,2:09:04
33.4,296.88,200.2,181.64,181.64,152.34,2:09:08
33.4,296.88,200.2,181.64,181.64,152.34,2:09:12
33.5,296.88,200.2,181.64,181.64,153.32,2:09:16
33.5,296.88,200.2,181.64,181.64,153.32,2:09:21
33.5,296.88,200.2,181.64,181.64,153.32,2:09:25
33.5,296.88,200.2,181.64,181.64,153.32,2:09:29
33.5,296.88,200.2,181.64,181.64,153.32,2:09:33
33.5,297.85,200.2,181.64,181.64,152.34,2:09:37
33.5,296.88,200.2,181.64,181.64,153.32,2:09:41
33.5,297.85,200.2,181.64,181.64,153.32,2:09:45
33.5,297.85,200.2,181.64,181.64,153.32,2:09:49
33.5,297.85,200.2,181.64,181.64,152.34,2:09:53
33.4,297.85,200.2,181.64,181.64,152.34,2:09:57
33.5,297.85,200.2,181.64,181.64,152.34,2:10:01
33.5,297.85,200.2,181.64,181.64,153.32,2:10:05
33.5,297.85,200.2,181.64,181.64,153.32,2:10:09
33.5,297.85,200.2,181.64,181.64,152.34,2:10:13
33.5,297.85,200.2,181.64,181.64,152.34,2:10:17
33.5,297.85,200.2,181.64,456.78,153.32,2:10:21
33.5,297.85,200.2,181.64,789.45,152.34,2:10:25
33.5,297.85,200.2,181.64,234.56,153.32,2:10:29
33.5,297.85,200.2,181.64,901.23,153.32,2:10:34
33.5,297.85,200.2,181.64,345.67,152.34,2:10:38
33.5,296.88,200.2,181.64,678.9,153.32,2:10:42
33.5,296.88,200.2,181.64,123.45,152.34,2:10:46
33.5,297.85,200.2,181.64,987.65,153.32,2:10:50
33.5,296.88,200.2,181.64,543.21,152.34,2:10:54
33.5,296.88,200.2,181.64,876.54,152.34,2:10:58
33.5,297.85,200.2,181.64,109.87,153.32,2:11:02
33.5,297.85,200.2,181.64,321.09,153.32,2:11:06
33.59,297.85,200.2,181.64,765.43,153.32,2:11:10
33.59,297.85,200.2,181.64,890.12,153.32,2:11:14
33.59,297.85,200.2,181.64,654.32,153.32,2:11:18
33.59,297.85,200.2,181.64,432.1,153.32,2:11:22
33.59,297.85,200.2,181.64,876.54,153.32,2:11:26
33.59,297.85,200.2,181.64,345.67,153.32,2:11:30
33.59,297.85,200.2,181.64,890.12,153.32,2:11:34
33.59,297.85,200.2,181.64,456.78,153.32,2:11:38
33.59,297.85,200.2,181.64,181.64,153.32,2:11:43
33.59,297.85,200.2,181.64,181.64,153.32,2:11:47
33.59,298.83,201.17,181.64,181.64,153.32,2:11:51
33.59,298.83,200.2,181.64,181.64,153.32,2:11:55
33.59,298.83,200.2,181.64,181.64,153.32,2:11:59
33.59,297.85,200.2,181.64,181.64,153.32,2:12:03
33.59,297.85,200.2,181.64,181.64,153.32,2:12:07
33.59,297.85,200.2,181.64,181.64,153.32,2:12:11
33.59,297.85,200.2,181.64,181.64,153.32,2:12:15
33.59,298.83,200.2,182.62,181.64,153.32,2:12:19
33.59,298.83,200.2,181.64,181.64,153.32,2:12:23
33.59,298.83,200.2,182.62,181.64,153.32,2:12:27
33.59,298.83,200.2,182.62,181.64,153.32,2:12:31
33.59,298.83,200.2,181.64,181.64,153.32,2:12:35
33.59,298.83,200.2,181.64,181.64,153.32,2:12:39
33.59,298.83,200.2,181.64,181.64,153.32,2:12:43
33.59,298.83,200.2,181.64,181.64,153.32,2:12:47
33.59,298.83,200.2,181.64,181.64,153.32,2:12:51
33.59,298.83,200.2,181.64,181.64,153.32,2:12:56
33.59,298.83,200.2,181.64,180.66,153.32,2:13:00
33.69,298.83,200.2,181.64,181.64,153.32,2:13:04
33.69,298.83,200.2,181.64,181.64,153.32,2:13:08
33.69,298.83,200.2,181.64,181.64,153.32,2:13:12
33.69,298.83,201.17,181.64,181.64,153.32,2:13:16
33.69,298.83,201.17,181.64,181.64,153.32,2:13:20
33.79,298.83,200.2,182.62,181.64,153.32,2:13:24
33.79,298.83,201.17,181.64,181.64,153.32,2:13:28
33.79,298.83,201.17,182.62,181.64,153.32,2:13:32
33.79,298.83,201.17,182.62,181.64,153.32,2:13:36
33.79,298.83,201.17,181.64,181.64,153.32,2:13:40
33.79,298.83,201.17,181.64,181.64,153.32,2:13:44
33.79,298.83,201.17,182.62,181.64,154.3,2:13:48
33.79,298.83,201.17,181.64,181.64,153.32,2:13:52
33.69,296.88,199.22,181.64,181.64,153.32,2:13:56
33.69,298.83,200.2,181.64,180.66,153.32,2:14:00
33.69,297.85,200.2,181.64,180.66,153.32,2:14:04
33.69,297.85,200.2,181.64,180.66,153.32,2:14:09
33.59,297.85,199.22,180.66,180.66,153.32,2:14:13
33.69,297.85,199.22,180.66,179.69,152.34,2:14:17
33.69,297.85,200.2,181.64,180.66,153.32,2:14:21
33.69,297.85,200.2,181.64,180.66,153.32,2:14:25
33.69,297.85,200.2,181.64,180.66,153.32,2:14:29
33.69,297.85,200.2,180.66,180.66,153.32,2:14:33
33.79,297.85,200.2,180.66,179.69,159.18,2:14:37
33.69,297.85,200.2,180.66,179.69,153.32,2:14:41
33.69,297.85,200.2,180.66,179.69,152.34,2:14:45
33.69,296.88,200.2,180.66,179.69,152.34,2:14:49
33.69,296.88,200.2,180.66,179.69,152.34,2:14:53
33.69,297.85,200.2,180.66,179.69,153.32,2:14:57
33.69,297.85,200.2,180.66,179.69,153.32,2:15:01
33.79,298.83,201.17,181.64,180.66,154.3,2:15:05
33.69,298.83,201.17,181.64,180.66,154.3,2:15:09
33.79,299.8,201.17,182.62,181.64,154.3,2:15:13
33.69,299.8,201.17,182.62,171.88,152.34,2:15:18
33.69,299.8,201.17,182.62,181.64,154.3,2:15:22
33.69,299.8,201.17,182.62,181.64,154.3,2:15:26
33.69,299.8,201.17,182.62,181.64,154.3,2:15:30
33.69,299.8,201.17,182.62,181.64,154.3,2:15:34
33.69,299.8,201.17,182.62,181.64,154.3,2:15:38
33.69,299.8,201.17,182.62,181.64,154.3,2:15:42
33.59,299.8,200.2,182.62,181.64,154.3,2:15:46
33.59,299.8,200.2,182.62,181.64,154.3,2:15:50
33.59,299.8,200.2,182.62,180.66,154.3,2:15:54
33.59,299.8,199.22,179.69,180.66,154.3,2:15:58
33.59,298.83,200.2,181.64,180.66,154.3,2:16:02
33.59,298.83,200.2,181.64,180.66,154.3,2:16:06
33.59,298.83,200.2,181.64,180.66,153.32,2:16:10
33.5,298.83,199.22,181.64,180.66,153.32,2:16:14
33.5,297.85,199.22,181.64,179.69,153.32,2:16:18
33.5,297.85,199.22,180.66,179.69,153.32,2:16:22
33.5,297.85,199.22,180.66,179.69,153.32,2:16:26
33.5,298.83,199.22,181.64,180.66,153.32,2:16:31
33.59,298.83,200.2,181.64,180.66,153.32,2:16:35
33.59,298.83,200.2,181.64,180.66,154.3,2:16:39
33.69,300.78,201.17,182.62,181.64,154.3,2:16:43
33.69,300.78,201.17,182.62,181.64,154.3,2:16:47
33.69,300.78,201.17,182.62,181.64,154.3,2:16:51
33.59,299.8,200.2,182.62,181.64,154.3,2:16:55
33.59,299.8,200.2,181.64,180.66,154.3,2:16:59
33.5,298.83,200.2,181.64,180.66,153.32,2:17:03
33.5,298.83,200.2,181.64,180.66,153.32,2:17:07
33.4,298.83,200.2,181.64,179.69,153.32,2:17:11
33.5,298.83,199.22,180.66,179.69,153.32,2:17:15
33.4,297.85,198.24,180.66,179.69,152.34,2:17:19
33.3,296.88,198.24,179.69,178.71,152.34,2:17:23
33.4,297.85,199.22,180.66,179.69,152.34,2:17:27
33.3,296.88,198.24,179.69,178.71,152.34,2:17:31
33.3,296.88,198.24,179.69,178.71,152.34,2:17:35
33.4,297.85,199.22,180.66,179.69,152.34,2:17:40
33.4,297.85,198.24,180.66,179.69,152.34,2:17:44
33.3,297.85,198.24,180.66,178.71,152.34,2:17:48
33.3,296.88,198.24,179.69,178.71,152.34,2:17:52
33.3,296.88,198.24,180.66,178.71,152.34,2:17:56
33.3,297.85,198.24,180.66,178.71,152.34,2:18:00
33.3,296.88,198.24,179.69,178.71,152.34,2:18:04
33.3,296.88,198.24,179.69,178.71,152.34,2:18:08
33.3,296.88,198.24,179.69,178.71,152.34,2:18:12
33.3,296.88,198.24,179.69,178.71,152.34,2:18:16
33.3,297.85,198.24,179.69,178.71,152.34,2:18:20
33.3,297.85,198.24,180.66,178.71,152.34,2:18:24
33.4,298.83,200.2,181.64,180.66,154.3,2:18:28
33.5,299.8,201.17,182.62,181.64,155.27,2:18:32
33.5,298.83,200.2,182.62,181.64,155.27,2:18:36
33.5,298.83,200.2,182.62,181.64,155.27,2:18:40
33.5,298.83,201.17,182.62,181.64,155.27,2:18:44
33.4,298.83,200.2,181.64,180.66,155.27,2:18:48
33.4,297.85,200.2,181.64,180.66,154.3,2:18:53
33.4,298.83,200.2,181.64,180.66,154.3,2:18:57
33.4,297.85,200.2,181.64,180.66,155.27,2:19:01
33.3,297.85,200.2,181.64,180.66,154.3,2:19:05
33.4,297.85,200.2,181.64,180.66,154.3,2:19:09
33.4,298.83,199.22,181.64,180.66,154.3,2:19:13
33.4,298.83,200.2,181.64,180.66,154.3,2:19:17
33.4,298.83,200.2,181.64,180.66,154.3,2:19:21
33.4,298.83,200.2,181.64,180.66,154.3,2:19:25
33.4,298.83,200.2,181.64,180.66,154.3,2:19:29
33.4,297.85,199.22,181.64,179.69,154.3,2:19:33
33.3,297.85,199.22,180.66,179.69,154.3,2:19:37
33.3,297.85,199.22,180.66,179.69,153.32,2:19:41
33.3,297.85,199.22,180.66,179.69,153.32,2:19:45
33.3,297.85,199.22,180.66,179.69,153.32,2:19:49
33.3,297.85,199.22,180.66,179.69,154.3,2:19:53
33.2,296.88,198.24,179.69,178.71,152.34,2:19:57
33.2,296.88,198.24,179.69,178.71,152.34,2:20:01
33.2,296.88,198.24,179.69,178.71,152.34,2:20:06
33.3,296.88,198.24,179.69,178.71,153.32,2:20:10
33.3,296.88,198.24,180.66,178.71,153.32,2:20:14
33.3,296.88,198.24,179.69,178.71,153.32,2:20:18
33.2,296.88,198.24,179.69,178.71,153.32,2:20:22
33.2,296.88,198.24,179.69,179.69,153.32,2:20:26
33.2,296.88,198.24,179.69,178.71,153.32,2:20:30
33.2,296.88,198.24,179.69,178.71,153.32,2:20:34
33.2,296.88,198.24,179.69,178.71,153.32,2:20:38
33.2,297.85,199.22,180.66,179.69,154.3,2:20:42
33.3,297.85,199.22,180.66,179.69,153.32,2:20:46
33.2,297.85,199.22,180.66,179.69,153.32,2:20:50
33.3,297.85,199.22,180.66,179.69,153.32,2:20:54
33.2,296.88,198.24,180.66,179.69,153.32,2:20:58
33.2,296.88,198.24,179.69,179.69,153.32,2:21:02
33.3,297.85,199.22,180.66,179.69,154.3,2:21:06
33.3,297.85,199.22,180.66,179.69,154.3,2:21:10
33.3,296.88,199.22,180.66,179.69,154.3,2:21:15
33.2,296.88,199.22,180.66,179.69,153.32,2:21:19
33.4,297.85,200.2,180.66,180.66,154.3,2:21:23
33.4,298.83,200.2,180.66,180.66,154.3,2:21:27
33.4,299.8,202.15,181.64,180.66,154.3,2:21:31
33.3,297.85,199.22,180.66,179.69,154.3,2:21:35
33.3,297.85,199.22,180.66,179.69,154.3,2:21:39
33.3,296.88,199.22,180.66,179.69,154.3,2:21:43
33.3,296.88,199.22,180.66,179.69,154.3,2:21:47
33.3,296.88,199.22,180.66,179.69,154.3,2:21:51
33.3,297.85,199.22,180.66,179.69,154.3,2:21:55
33.3,296.88,199.22,179.69,178.71,154.3,2:21:59
33.3,297.85,199.22,180.66,179.69,154.3,2:22:03
33.3,297.85,199.22,180.66,179.69,154.3,2:22:07
33.3,296.88,199.22,179.69,179.69,154.3,2:22:11
33.4,297.85,200.2,180.66,179.69,154.3,2:22:15
33.4,297.85,200.2,180.66,179.69,154.3,2:22:19
33.4,297.85,200.2,180.66,179.69,154.3,2:22:23
33.4,297.85,199.22,180.66,179.69,154.3,2:22:28
33.3,297.85,199.22,180.66,179.69,154.3,2:22:32
33.4,297.85,199.22,180.66,179.69,154.3,2:22:36
33.4,297.85,200.2,180.66,179.69,154.3,2:22:40
33.4,297.85,199.22,180.66,179.69,154.3,2:22:44
33.4,297.85,199.22,180.66,179.69,154.3,2:22:48
33.4,297.85,200.2,180.66,179.69,154.3,2:22:52
33.4,297.85,199.22,180.66,179.69,154.3,2:22:56
33.3,297.85,199.22,179.69,179.69,154.3,2:23:00
33.3,296.88,238.28,179.69,178.71,154.3,2:23:04
33.3,296.88,239.26,179.69,178.71,154.3,2:23:08
33.3,296.88,240.23,179.69,178.71,154.3,2:23:12
33.3,296.88,241.21,179.69,178.71,154.3,2:23:16
33.3,296.88,241.21,179.69,178.71,153.32,2:23:20
33.2,296.88,254.88,179.69,178.71,153.32,2:23:24
33.3,296.88,238.28,179.69,178.71,153.32,2:23:28
33.3,297.85,240.23,171.88,177.73,153.32,2:23:32
33.3,297.85,253.91,179.69,178.71,154.3,2:23:37
33.2,296.88,198.24,179.69,178.71,153.32,2:23:41
33.2,296.88,198.24,179.69,178.71,153.32,2:23:45
33.3,297.85,199.22,179.69,178.71,154.3,2:23:49
33.2,297.85,199.22,179.69,178.71,154.3,2:23:53
33.2,297.85,199.22,179.69,178.71,154.3,2:23:57
33.2,297.85,199.22,180.66,179.69,154.3,2:24:01
33.2,297.85,199.22,180.66,178.71,154.3,2:24:05
33.2,298.83,199.22,180.66,178.71,154.3,2:24:09
33.3,298.83,199.22,180.66,179.69,154.3,2:24:13
33.3,298.83,199.22,180.66,179.69,154.3,2:24:17
33.3,298.83,199.22,180.66,179.69,154.3,2:24:21
33.3,299.8,199.22,180.66,179.69,154.3,2:24:25
33.3,298.83,199.22,180.66,179.69,154.3,2:24:29
33.2,298.83,199.22,180.66,179.69,154.3,2:24:33
33.2,298.83,199.22,180.66,179.69,154.3,2:24:37
33.2,298.83,199.22,181.64,179.69,155.27,2:24:41
33.3,299.8,199.22,181.64,179.69,155.27,2:24:45
33.3,299.8,199.22,181.64,179.69,155.27,2:24:50
33.3,299.8,200.2,181.64,179.69,155.27,2:24:54
33.2,299.8,199.22,181.64,179.69,155.27,2:24:58
33.3,299.8,199.22,181.64,179.69,155.27,2:25:02
33.3,299.8,200.2,181.64,180.66,155.27,2:25:06
33.3,299.8,200.2,181.64,179.69,155.27,2:25:10
33.3,299.8,199.22,181.64,179.69,155.27,2:25:14
33.2,299.8,199.22,181.64,179.69,155.27,2:25:18
33.3,300.78,200.2,181.64,179.69,155.27,2:25:22
33.3,300.78,200.2,181.64,180.66,155.27,2:25:26
33.4,301.76,200.2,182.62,180.66,155.27,2:25:30
33.4,301.76,201.17,182.62,180.66,156.25,2:25:34
33.4,301.76,200.2,182.62,180.66,156.25,2:25:38
33.4,301.76,200.2,182.62,180.66,156.25,2:25:42
33.4,301.76,201.17,182.62,180.66,156.25,2:25:46
33.4,301.76,201.17,182.62,180.66,156.25,2:25:50
33.4,301.76,201.17,182.62,180.66,156.25,2:25:54
33.4,301.76,201.17,182.62,180.66,156.25,2:25:58
33.4,301.76,201.17,182.62,180.66,156.25,2:26:03
33.4,301.76,201.17,182.62,180.66,156.25,2:26:07
33.4,301.76,201.17,182.62,181.64,156.25,2:26:11
33.4,302.73,201.17,182.62,181.64,156.25,2:26:15
33.4,302.73,201.17,183.59,181.64,156.25,2:26:19
33.5,302.73,201.17,183.59,181.64,156.25,2:26:23
33.5,303.71,201.17,183.59,181.64,156.25,2:26:27
33.5,303.71,201.17,183.59,181.64,156.25,2:26:31
33.5,303.71,201.17,183.59,181.64,156.25,2:26:35
33.5,303.71,201.17,183.59,181.64,157.23,2:26:39
33.5,303.71,201.17,183.59,181.64,157.23,2:26:43
33.5,303.71,201.17,183.59,181.64,157.23,2:26:47
33.5,303.71,201.17,183.59,181.64,156.25,2:26:51
33.5,303.71,201.17,183.59,181.64,157.23,2:26:55
33.5,304.69,201.17,183.59,181.64,157.23,2:26:59
33.5,304.69,202.15,183.59,182.62,157.23,2:27:03
33.59,304.69,202.15,286.83,182.62,157.23,2:27:07
33.59,304.69,202.15,322.09,182.62,157.23,2:27:12
33.59,304.69,202.15,405.16,182.62,157.23,2:27:16
33.59,304.69,202.15,278.57,182.62,157.23,2:27:20
33.59,304.69,202.15,383.82,182.62,157.23,2:27:24
33.59,304.69,202.15,293.62,182.62,157.23,2:27:28
33.69,305.66,202.15,409.13,183.59,157.23,2:27:32
33.59,305.66,202.15,302.45,182.62,157.23,2:27:36
33.59,305.66,202.15,371.32,182.62,157.23,2:27:40
33.59,305.66,202.15,184.57,182.62,157.23,2:27:44
33.59,305.66,202.15,184.57,182.62,157.23,2:27:48
33.59,305.66,202.15,184.57,182.62,157.23,2:27:52
33.59,305.66,202.15,184.57,182.62,157.23,2:27:56
33.59,305.66,202.15,184.57,182.62,157.23,2:28:00
33.59,305.66,202.15,184.57,182.62,157.23,2:28:04
33.59,305.66,201.17,184.57,182.62,157.23,2:28:08
33.59,305.66,201.17,184.57,182.62,156.25,2:28:12
33.59,305.66,202.15,184.57,182.62,157.23,2:28:16
33.59,305.66,202.15,184.57,182.62,157.23,2:28:20
33.59,305.66,202.15,184.57,182.62,157.23,2:28:25
33.69,305.66,202.15,184.57,182.62,157.23,2:28:29
33.69,305.66,202.15,184.57,182.62,157.23,2:28:33
33.69,305.66,202.15,184.57,182.62,157.23,2:28:37
33.69,305.66,202.15,184.57,182.62,157.23,2:28:41
33.69,305.66,202.15,184.57,182.62,157.23,2:28:45
33.69,305.66,202.15,184.57,182.62,157.23,2:28:49
33.69,305.66,202.15,184.57,182.62,157.23,2:28:53
33.69,305.66,202.15,184.57,182.62,157.23,2:28:57
33.69,305.66,202.15,184.57,182.62,157.23,2:29:01
33.69,305.66,202.15,184.57,182.62,157.23,2:29:05
33.69,305.66,202.15,184.57,182.62,157.23,2:29:09
33.69,306.64,202.15,184.57,182.62,157.23,2:29:13
33.69,305.66,202.15,184.57,182.62,157.23,2:29:17
33.69,306.64,202.15,184.57,182.62,157.23,2:29:21
33.69,305.66,202.15,184.57,182.62,157.23,2:29:25
33.79,305.66,202.15,184.57,182.62,157.23,2:29:29
33.69,305.66,202.15,184.57,182.62,157.23,2:29:34
33.69,305.66,202.15,184.57,182.62,157.23,2:29:38
33.69,305.66,202.15,184.57,182.62,157.23,2:29:42
33.69,305.66,202.15,184.57,182.62,157.23,2:29:46
33.69,305.66,202.15,184.57,181.64,157.23,2:29:50
33.69,305.66,202.15,184.57,181.64,157.23,2:29:54
33.69,305.66,202.15,183.59,181.64,157.23,2:29:58
33.69,304.69,202.15,184.57,181.64,157.23,2:30:02
33.69,304.69,201.17,183.59,181.64,157.23,2:30:06
33.79,305.66,202.15,184.57,182.62,157.23,2:30:10
33.69,304.69,202.15,184.57,181.64,157.23,2:30:14
33.69,305.66,201.17,184.57,181.64,157.23,2:30:18
33.69,304.69,201.17,183.59,181.64,156.25,2:30:22
33.69,304.69,201.17,183.59,181.64,157.23,2:30:26
33.69,304.69,202.15,183.59,181.64,157.23,2:30:30
33.69,304.69,201.17,184.57,181.64,157.23,2:30:34
33.69,304.69,202.15,184.57,181.64,157.23,2:30:38
33.69,304.69,201.17,184.57,181.64,157.23,2:30:42
33.69,304.69,201.17,184.57,181.64,157.23,2:30:47
33.69,304.69,201.17,183.59,181.64,156.25,2:30:51
33.59,304.69,201.17,183.59,181.64,156.25,2:30:55
33.69,305.66,201.17,183.59,181.64,157.23,2:30:59
33.69,304.69,201.17,183.59,181.64,157.23,2:31:03
33.69,305.66,202.15,183.59,181.64,157.23,2:31:07
33.69,304.69,201.17,183.59,181.64,157.23,2:31:11
33.69,305.66,202.15,183.59,181.64,157.23,2:31:15
33.69,304.69,201.17,183.59,181.64,157.23,2:31:19
33.69,304.69,201.17,183.59,181.64,157.23,2:31:23
33.69,304.69,201.17,183.59,181.64,156.25,2:31:27
33.69,304.69,201.17,183.59,181.64,157.23,2:31:31
33.69,304.69,201.17,183.59,181.64,157.23,2:31:35
33.69,304.69,202.15,183.59,181.64,157.23,2:31:39
33.69,304.69,202.15,183.59,181.64,157.23,2:31:43
33.69,304.69,201.17,183.59,181.64,157.23,2:31:47
33.69,304.69,202.15,183.59,181.64,157.23,2:31:51
33.69,305.66,202.15,183.59,181.64,157.23,2:31:55
33.69,305.66,202.15,183.59,181.64,157.23,2:32:00
33.69,305.66,202.15,184.57,181.64,157.23,2:32:04
33.69,305.66,202.15,184.57,181.64,157.23,2:32:08
33.69,305.66,202.15,183.59,181.64,157.23,2:32:12
33.69,305.66,202.15,184.57,181.64,157.23,2:32:16
33.69,305.66,202.15,183.59,181.64,157.23,2:32:20
33.69,305.66,201.17,183.59,181.64,157.23,2:32:24
33.69,305.66,201.17,183.59,181.64,157.23,2:32:28
33.69,306.64,202.15,183.59,181.64,157.23,2:32:32
33.69,305.66,202.15,183.59,181.64,157.23,2:32:36
33.69,305.66,202.15,184.57,181.64,157.23,2:32:40
33.69,306.64,202.15,183.59,181.64,157.23,2:32:44
33.69,306.64,202.15,183.59,181.64,157.23,2:32:48
33.69,306.64,202.15,184.57,181.64,157.23,2:32:52
33.69,306.64,202.15,183.59,181.64,157.23,2:32:56
33.69,306.64,202.15,184.57,181.64,157.23,2:33:00
33.69,305.66,202.15,183.59,181.64,157.23,2:33:04
33.69,305.66,202.15,183.59,181.64,157.23,2:33:09
33.69,305.66,202.15,183.59,181.64,157.23,2:33:13
33.69,305.66,202.15,183.59,181.64,148.44,2:33:17
33.69,305.66,202.15,183.59,181.64,157.23,2:33:21
33.69,304.69,202.15,183.59,181.64,157.23,2:33:25
33.69,304.69,202.15,183.59,181.64,157.23,2:33:29
33.69,304.69,202.15,183.59,181.64,157.23,2:33:33
33.69,304.69,202.15,182.62,181.64,157.23,2:33:37
33.69,304.69,202.15,183.59,181.64,157.23,2:33:41
33.69,304.69,202.15,183.59,181.64,157.23,2:33:45
33.69,304.69,202.15,183.59,181.64,157.23,2:33:49
33.69,304.69,202.15,183.59,180.66,157.23,2:33:53
33.69,303.71,202.15,183.59,180.66,157.23,2:33:57
33.69,304.69,202.15,182.62,180.66,157.23,2:34:01
33.69,304.69,202.15,182.62,181.64,157.23,2:34:05
33.69,304.69,202.15,183.59,180.66,157.23,2:34:09
33.69,303.71,201.17,182.62,180.66,157.23,2:34:13
33.69,303.71,202.15,182.62,180.66,157.23,2:34:17
33.69,303.71,202.15,182.62,180.66,157.23,2:34:22
33.69,304.69,202.15,182.62,180.66,157.23,2:34:26
33.69,304.69,201.17,182.62,180.66,157.23,2:34:30
33.69,304.69,202.15,183.59,181.64,157.23,2:34:34
33.69,304.69,202.15,179.69,179.69,156.25,2:34:38
33.69,304.69,202.15,183.59,181.64,157.23,2:34:42
33.69,304.69,202.15,183.59,180.66,157.23,2:34:46
33.69,304.69,202.15,182.62,180.66,157.23,2:34:50
33.69,304.69,202.15,182.62,180.66,157.23,2:34:54
33.69,304.69,202.15,183.59,180.66,157.23,2:34:58
33.69,304.69,201.17,182.62,180.66,157.23,2:35:02
33.59,304.69,201.17,182.62,180.66,157.23,2:35:06
33.59,303.71,201.17,182.62,179.69,156.25,2:35:10
33.59,304.69,201.17,182.62,180.66,157.23,2:35:14
33.59,304.69,201.17,182.62,180.66,157.23,2:35:18
33.69,304.69,201.17,182.62,180.66,156.25,2:35:22
33.69,304.69,201.17,182.62,180.66,157.23,2:35:26
33.59,303.71,201.17,182.62,180.66,156.25,2:35:31
33.59,303.71,201.17,182.62,179.69,156.25,2:35:35
33.69,303.71,201.17,181.64,179.69,156.25,2:35:39
33.59,303.71,201.17,181.64,179.69,156.25,2:35:43
33.59,303.71,201.17,181.64,179.69,156.25,2:35:47
33.69,303.71,201.17,181.64,179.69,156.25,2:35:51
33.69,303.71,201.17,181.64,179.69,156.25,2:35:55
33.79,304.69,201.17,181.64,179.69,156.25,2:35:59
33.59,302.73,201.17,181.64,179.69,156.25,2:36:03
33.59,302.73,201.17,181.64,179.69,156.25,2:36:07
33.59,302.73,201.17,181.64,179.69,156.25,2:36:11
33.69,302.73,200.2,181.64,179.69,156.25,2:36:15
33.69,303.71,201.17,181.64,179.69,156.25,2:36:19
33.69,302.73,201.17,181.64,179.69,156.25,2:36:23
33.69,302.73,201.17,181.64,179.69,156.25,2:36:27
33.69,303.71,201.17,181.64,179.69,156.25,2:36:31
33.59,302.73,201.17,180.66,179.69,156.25,2:36:35
33.59,303.71,201.17,180.66,179.69,156.25,2:36:39
33.59,302.73,200.2,180.66,179.69,156.25,2:36:44
33.59,303.71,200.2,180.66,179.69,156.25,2:36:48
33.59,302.73,201.17,181.64,179.69,156.25,2:36:52
33.59,303.71,201.17,181.64,179.69,156.25,2:36:56
33.59,303.71,201.17,181.64,179.69,156.25,2:37:00
33.59,303.71,201.17,181.64,179.69,156.25,2:37:04
33.59,302.73,200.2,180.66,178.71,156.25,2:37:08
33.59,302.73,200.2,180.66,252.93,156.25,2:37:12
33.59,303.71,201.17,181.64,254.88,156.25,2:37:16
33.59,303.71,200.2,181.64,255.86,156.25,2:37:20
33.59,303.71,200.2,181.64,250,156.25,2:37:24
33.59,304.69,200.2,181.64,247.07,156.25,2:37:28
33.59,304.69,200.2,181.64,247.07,156.25,2:37:32
33.59,303.71,200.2,181.64,248.05,156.25,2:37:36
33.59,303.71,201.17,181.64,246.09,156.25,2:37:40
33.59,304.69,201.17,181.64,244.14,156.25,2:37:44
33.59,304.69,201.17,181.64,245.12,156.25,2:37:48
33.59,304.69,200.2,181.64,179.69,156.25,2:37:52
33.59,304.69,200.2,181.64,179.69,156.25,2:37:57
33.59,304.69,200.2,181.64,179.69,156.25,2:38:01
33.59,305.66,201.17,286.83,179.69,157.23,2:38:05
33.59,305.66,201.17,322.09,179.69,157.23,2:38:09
33.59,305.66,201.17,405.16,179.69,157.23,2:38:13
33.59,305.66,201.17,278.57,179.69,157.23,2:38:17
33.59,305.66,201.17,383.82,179.69,157.23,2:38:21
33.59,305.66,201.17,293.62,179.69,157.23,2:38:25
33.59,305.66,201.17,409.13,179.69,157.23,2:38:29
33.59,304.69,201.17,302.45,180.66,157.23,2:38:33
33.59,305.66,201.17,371.32,180.66,157.23,2:38:37
33.59,304.69,201.17,280.97,180.66,157.23,2:38:41
33.59,305.66,201.17,379.37,180.66,157.23,2:38:45
33.59,305.66,201.17,332.13,180.66,157.23,2:38:49
33.59,305.66,201.17,414.26,179.69,157.23,2:38:53
33.59,305.66,201.17,300.75,179.69,157.23,2:38:57
33.59,305.66,201.17,377.68,179.69,157.23,2:39:01
33.59,305.66,201.17,296.92,179.69,157.23,2:39:06
